17.7499 0.0611817
17.7497 0.109962
17.7493 0.158741
17.7488 0.207519
17.7481 0.256295
17.7474 0.305069
17.7465 0.353841
17.7454 0.402611
17.7443 0.451377
17.743 0.50014
17.7415 0.548899
17.7399 0.597654
17.7382 0.646405
17.7364 0.69515
17.7344 0.743891
17.7323 0.792625
17.73 0.841354
17.7277 0.890077
17.7252 0.938792
17.7225 0.987501
17.7197 1.0362
17.7168 1.0849
17.7138 1.13358
17.7106 1.18226
17.7073 1.23092
17.7038 1.27958
17.7002 1.32823
17.6965 1.37687
17.6927 1.4255
17.6887 1.47412
17.6846 1.52272
17.6335 1.54641
17.5816 1.58032
17.5295 1.61422
17.4773 1.64812
17.4251 1.68201
17.3728 1.71589
17.3204 1.74976
17.2679 1.78362
17.2153 1.81747
17.1626 1.85131
17.1099 1.88515
17.057 1.91897
17.0041 1.95279
16.9511 1.98659
16.8979 2.02038
16.8447 2.05416
16.7914 2.08793
16.738 2.12169
16.6845 2.15544
16.6309 2.18917
16.5772 2.22289
16.5234 2.2566
16.4696 2.2903
16.4156 2.32398
16.3615 2.35764
16.3073 2.39129
16.253 2.42493
16.1986 2.45855
16.1441 2.49216
16.0895 2.52575
16.0348 2.55932
15.98 2.59288
15.9251 2.62642
15.8701 2.65994
15.815 2.69344
15.7597 2.72693
15.7044 2.76039
15.6489 2.79384
15.5933 2.82727
15.5376 2.86067
15.4818 2.89405
15.4818 2.89405
15.5218 2.94534
15.5617 2.99661
15.6014 3.04786
15.6411 3.09908
15.6806 3.15028
15.72 3.20146
15.7593 3.25262
15.7985 3.30375
15.8376 3.35486
15.8766 3.40595
15.9155 3.45702
15.9542 3.50807
15.9929 3.55909
16.0315 3.61009
16.0699 3.66106
16.1083 3.71202
16.1466 3.76295
16.1848 3.81386
16.2228 3.86474
16.2608 3.9156
16.2987 3.96644
16.3365 4.01726
16.3742 4.06805
16.4118 4.11882
16.4493 4.16957
16.4867 4.22029
16.524 4.27099
16.5613 4.32167
16.5984 4.37232
16.6355 4.42295
16.6725 4.47356
16.7093 4.52414
16.7461 4.5747
16.7829 4.62524
16.8195 4.67576
16.856 4.72625
16.8925 4.77672
16.9289 4.82716
16.9652 4.87759
17.0014 4.92798
17.0404 4.96851
17.0267 5.01532
17.0129 5.06209
16.9989 5.10883
16.9848 5.15552
16.9706 5.20218
16.9562 5.2488
16.9417 5.29538
16.9271 5.34192
16.9123 5.38842
16.8975 5.43487
16.8825 5.48129
16.8673 5.52767
16.8521 5.574
16.8367 5.62029
16.8212 5.66654
16.8056 5.71275
16.7898 5.75891
16.7739 5.80503
16.7579 5.85111
16.7418 5.89714
16.7255 5.94313
16.7091 5.98907
16.6926 6.03497
16.6759 6.08082
16.6591 6.12662
16.6422 6.17238
16.6252 6.2181
16.6081 6.26376
16.5908 6.30938
16.5734 6.35495
16.5292 6.46905
16.5113 6.51445
16.4934 6.5598
16.4753 6.60511
16.4571 6.65036
16.4387 6.69556
16.4203 6.74071
16.4017 6.78581
16.383 6.83086
16.3641 6.87586
16.3452 6.92081
16.3261 6.9657
16.3069 7.01054
16.2876 7.05533
16.2681 7.10006
16.2485 7.14474
16.2288 7.18937
16.209 7.23394
16.1891 7.27846
16.169 7.32293
16.1488 7.36733
16.1285 7.41169
16.1081 7.45598
16.0875 7.50022
16.0669 7.54441
16.0461 7.58853
16.0252 7.6326
16.0041 7.67661
15.983 7.72057
15.9617 7.76446
15.9403 7.8083
15.8842 7.81196
15.8234 7.8248
15.7626 7.8376
15.7018 7.85037
15.6408 7.8631
15.5798 7.87579
15.5187 7.88844
15.4575 7.90105
15.3962 7.91363
15.3349 7.92616
15.2735 7.93865
15.212 7.9511
15.1504 7.9635
15.0888 7.97587
15.027 7.98819
14.9652 8.00047
14.9033 8.0127
14.8413 8.02489
14.7792 8.03703
14.7171 8.04912
14.6548 8.06117
